,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
266996,2008,1,9,3,912.0,900,1653.0,1636,US,1404,N109UW,281.0,276.0,256.0,17.0,12.0,LAS,PHL,2176,3.0,22.0,0,N,0,12.0,0.0,5.0,0.0,0.0
267015,2008,1,9,3,1331.0,1127,1439.0,1242,US,438,N603AW,68.0,75.0,42.0,117.0,124.0,LAS,SAN,258,4.0,22.0,0,N,0,117.0,0.0,0.0,0.0,0.0
267018,2008,1,9,3,1043.0,919,1331.0,1158,US,190,N830AW,168.0,159.0,145.0,93.0,84.0,LAS,SEA,866,4.0,19.0,0,N,0,84.0,0.0,9.0,0.0,0.0
267023,2008,1,9,3,1315.0,1150,1458.0,1331,US,468,N837AW,103.0,101.0,70.0,87.0,85.0,LAS,SFO,414,6.0,27.0,0,N,0,0.0,0.0,87.0,0.0,0.0
267025,2008,1,9,3,1439.0,1336,1608.0,1508,US,473,N801AW,89.0,92.0,68.0,60.0,63.0,LAS,SFO,414,7.0,14.0,0,N,0,0.0,0.0,58.0,0.0,2.0
267059,2008,1,9,3,1643.0,1635,1902.0,1858,US,207,N307AW,79.0,83.0,62.0,4.0,8.0,LAX,PHX,370,8.0,9.0,0,N,0,,,,,
267060,2008,1,9,3,1939.0,1925,2201.0,2147,US,222,N658AW,82.0,82.0,57.0,14.0,14.0,LAX,PHX,370,6.0,19.0,0,N,0,,,,,
267069,2008,1,9,3,1029.0,1000,1118.0,1115,US,2122,N766US,49.0,75.0,35.0,3.0,29.0,LGA,BOS,185,4.0,10.0,0,N,0,,,,,
267083,2008,1,9,3,822.0,815,1021.0,1020,US,1247,N183UW,119.0,125.0,99.0,1.0,7.0,LGA,CLT,544,4.0,16.0,0,N,0,,,,,
267084,2008,1,9,3,2052.0,1705,2245.0,1914,US,1627,N176UW,113.0,129.0,84.0,211.0,227.0,LGA,CLT,544,6.0,23.0,0,N,0,0.0,0.0,0.0,0.0,211.0
267086,2008,1,9,3,1313.0,1305,1514.0,1507,US,1737,N404US,121.0,122.0,84.0,7.0,8.0,LGA,CLT,544,6.0,31.0,0,N,0,,,,,
267092,2008,1,9,3,912.0,900,1018.0,1022,US,2167,N744P,66.0,82.0,49.0,-4.0,12.0,LGA,DCA,214,3.0,14.0,0,N,0,,,,,
267094,2008,1,9,3,1112.0,1100,1214.0,1215,US,2171,N751UW,62.0,75.0,44.0,-1.0,12.0,LGA,DCA,214,2.0,16.0,0,N,0,,,,,
267110,2008,1,9,3,2032.0,2013,2211.0,2212,US,593,N314AW,159.0,179.0,144.0,-1.0,19.0,MCI,PHX,1044,4.0,11.0,0,N,0,,,,,
267111,2008,1,9,3,1728.0,1715,1856.0,1855,US,704,N929UW,88.0,100.0,75.0,1.0,13.0,MCO,CLT,468,3.0,10.0,0,N,0,,,,,
267113,2008,1,9,3,1208.0,1145,1349.0,1325,US,1058,N432US,101.0,100.0,86.0,24.0,23.0,MCO,CLT,468,3.0,12.0,0,N,0,22.0,0.0,1.0,0.0,1.0
267118,2008,1,9,3,531.0,525,718.0,707,US,1889,N435US,107.0,102.0,86.0,11.0,6.0,MCO,CLT,468,8.0,13.0,0,N,0,,,,,
267127,2008,1,9,3,1514.0,1445,1746.0,1715,US,754,N451UW,152.0,150.0,137.0,31.0,29.0,MCO,PHL,861,6.0,9.0,0,N,0,0.0,0.0,2.0,0.0,29.0
267136,2008,1,9,3,1311.0,1240,1520.0,1500,US,1830,N421US,129.0,140.0,112.0,20.0,31.0,MCO,PIT,834,4.0,13.0,0,N,0,0.0,0.0,0.0,0.0,20.0
267140,2008,1,9,3,1301.0,1255,1600.0,1527,US,1589,N530AU,179.0,152.0,141.0,33.0,6.0,MHT,CLT,737,6.0,32.0,0,N,0,0.0,6.0,27.0,0.0,0.0
267149,2008,1,9,3,1430.0,1355,1730.0,1648,US,742,N433US,180.0,173.0,162.0,42.0,35.0,MIA,PHL,1013,3.0,15.0,0,N,0,12.0,0.0,7.0,0.0,23.0
267151,2008,1,9,3,1633.0,1600,1932.0,1850,US,1898,N434US,179.0,170.0,160.0,42.0,33.0,MIA,PHL,1013,3.0,16.0,0,N,0,33.0,0.0,9.0,0.0,0.0
267155,2008,1,9,3,708.0,700,1040.0,1032,US,1059,N741UW,152.0,152.0,116.0,8.0,8.0,MSP,CLT,930,7.0,29.0,0,N,0,,,,,
267182,2008,1,9,3,2348.0,2340,825.0,820,US,31,N906AW,337.0,340.0,317.0,5.0,8.0,OGG,PHX,2845,8.0,12.0,0,N,0,,,,,
267185,2008,1,9,3,2208.0,2155,2307.0,2257,US,558,N812AW,59.0,62.0,44.0,10.0,13.0,ONT,LAS,197,6.0,9.0,0,N,0,,,,,
267224,2008,1,9,3,710.0,700,937.0,920,US,1908,N441US,147.0,140.0,125.0,17.0,10.0,PBI,DCA,857,4.0,18.0,0,N,0,10.0,0.0,7.0,0.0,0.0
267227,2008,1,9,3,913.0,745,1137.0,1024,US,1758,N442US,144.0,159.0,127.0,73.0,88.0,PBI,PHL,951,4.0,13.0,0,N,0,73.0,0.0,0.0,0.0,0.0
267229,2008,1,9,3,1217.0,1205,1447.0,1446,US,1980,N452UW,150.0,161.0,133.0,1.0,12.0,PBI,PHL,951,7.0,10.0,0,N,0,,,,,
267231,2008,1,9,3,1351.0,1336,1542.0,1544,US,595,N332AW,111.0,128.0,94.0,-2.0,15.0,PDX,LAS,762,6.0,11.0,0,N,0,,,,,
267238,2008,1,9,3,1158.0,1130,1417.0,1357,US,1407,N945UW,139.0,147.0,110.0,20.0,28.0,PHL,ATL,665,9.0,20.0,0,N,0,0.0,0.0,0.0,0.0,20.0
267243,2008,1,9,3,1844.0,1815,2007.0,1950,US,701,N946UW,83.0,95.0,55.0,17.0,29.0,PHL,BOS,280,6.0,22.0,0,N,0,17.0,0.0,0.0,0.0,0.0
267244,2008,1,9,3,1523.0,1515,1631.0,1634,US,739,N948UW,68.0,79.0,49.0,-3.0,8.0,PHL,BOS,280,7.0,12.0,0,N,0,,,,,
267252,2008,1,9,3,1031.0,1015,1152.0,1142,US,1270,N517AU,81.0,87.0,50.0,10.0,16.0,PHL,BOS,280,4.0,27.0,0,N,0,,,,,
267256,2008,1,9,3,924.0,915,1036.0,1034,US,1716,N459UW,72.0,79.0,50.0,2.0,9.0,PHL,BOS,280,5.0,17.0,0,N,0,,,,,
267260,2008,1,9,3,1831.0,1825,1923.0,1929,US,1569,N954UW,52.0,64.0,26.0,-6.0,6.0,PHL,BWI,90,4.0,22.0,0,N,0,,,,,
267264,2008,1,9,3,1916.0,1905,2104.0,2051,US,799,N711UW,108.0,106.0,75.0,13.0,11.0,PHL,CLT,448,4.0,29.0,0,N,0,,,,,
267265,2008,1,9,3,1353.0,1345,1526.0,1535,US,953,N122US,93.0,110.0,75.0,-9.0,8.0,PHL,CLT,448,4.0,14.0,0,N,0,,,,,
267267,2008,1,9,3,2043.0,2035,2223.0,2228,US,1165,N941UW,100.0,113.0,66.0,-5.0,8.0,PHL,CLT,448,4.0,30.0,0,N,0,,,,,
267268,2008,1,9,3,935.0,530,1133.0,706,US,1416,N531AU,118.0,96.0,77.0,267.0,245.0,PHL,CLT,448,20.0,21.0,0,N,0,245.0,0.0,22.0,0.0,0.0
267270,2008,1,9,3,1620.0,1135,1738.0,1323,US,1815,N176UW,78.0,108.0,66.0,255.0,285.0,PHL,CLT,448,3.0,9.0,0,N,0,255.0,0.0,0.0,0.0,0.0
267273,2008,1,9,3,1817.0,1750,1931.0,1859,US,1762,N421US,74.0,69.0,32.0,32.0,27.0,PHL,DCA,119,9.0,33.0,0,N,0,0.0,0.0,5.0,0.0,27.0
267276,2008,1,9,3,1950.0,1815,2214.0,2119,US,711,N945UW,204.0,244.0,192.0,55.0,95.0,PHL,DFW,1302,6.0,6.0,0,N,0,52.0,0.0,0.0,0.0,3.0
267284,2008,1,9,3,1223.0,1200,1500.0,1454,US,1563,N442US,157.0,174.0,144.0,6.0,23.0,PHL,FLL,992,2.0,11.0,0,N,0,,,,,
267287,2008,1,9,3,1938.0,1855,2136.0,2114,US,836,N186US,118.0,139.0,104.0,22.0,43.0,PHL,JAX,742,4.0,10.0,0,N,0,0.0,0.0,0.0,0.0,22.0
267297,2008,1,9,3,823.0,815,1147.0,1124,US,1417,N172US,384.0,369.0,346.0,23.0,8.0,PHL,LAX,2401,9.0,29.0,0,N,0,8.0,0.0,15.0,0.0,0.0
267301,2008,1,9,3,1020.0,945,1254.0,1230,US,1019,N939UW,154.0,165.0,127.0,24.0,35.0,PHL,MCO,861,7.0,20.0,0,N,0,0.0,0.0,0.0,0.0,24.0
267302,2008,1,9,3,1143.0,1115,1434.0,1350,US,1585,N451UW,171.0,155.0,139.0,44.0,28.0,PHL,MCO,861,8.0,24.0,0,N,0,0.0,0.0,16.0,0.0,28.0
267306,2008,1,9,3,2141.0,2040,2244.0,2212,US,1406,N420US,63.0,92.0,48.0,32.0,61.0,PHL,MHT,290,3.0,12.0,0,N,0,6.0,0.0,0.0,0.0,26.0
267307,2008,1,9,3,1842.0,1815,2124.0,2121,US,743,N451UW,162.0,186.0,134.0,3.0,27.0,PHL,MIA,1013,5.0,23.0,0,N,0,,,,,
267308,2008,1,9,3,1016.0,955,1338.0,1301,US,763,N433US,202.0,186.0,159.0,37.0,21.0,PHL,MIA,1013,9.0,34.0,0,N,0,0.0,0.0,16.0,0.0,21.0
267310,2008,1,9,3,1816.0,1755,2032.0,2025,US,759,N450UW,196.0,210.0,166.0,7.0,21.0,PHL,MSY,1088,4.0,26.0,0,N,0,,,,,
267312,2008,1,9,3,956.0,950,1212.0,1217,US,1907,N709UW,196.0,207.0,175.0,-5.0,6.0,PHL,MSY,1088,4.0,17.0,0,N,0,,,,,
267314,2008,1,9,3,1757.0,1750,1930.0,1937,US,863,N952UW,153.0,167.0,121.0,-7.0,7.0,PHL,ORD,678,6.0,26.0,0,N,0,,,,,
267316,2008,1,9,3,1408.0,1335,1521.0,1504,US,1632,N746UW,133.0,149.0,117.0,17.0,33.0,PHL,ORD,678,6.0,10.0,0,N,0,17.0,0.0,0.0,0.0,0.0
267318,2008,1,9,3,739.0,730,905.0,905,US,1891,N944UW,146.0,155.0,118.0,0.0,9.0,PHL,ORD,678,10.0,18.0,0,N,0,,,,,
267323,2008,1,9,3,1021.0,1000,1302.0,1252,US,1977,N708UW,161.0,172.0,135.0,10.0,21.0,PHL,PBI,951,5.0,21.0,0,N,0,,,,,
267326,2008,1,9,3,1625.0,1615,1945.0,1943,US,971,N179UW,320.0,328.0,298.0,2.0,10.0,PHL,PHX,2075,9.0,13.0,0,N,0,,,,,
267331,2008,1,9,3,828.0,725,953.0,845,US,1803,N421US,85.0,80.0,55.0,68.0,63.0,PHL,PIT,267,5.0,25.0,0,N,0,0.0,0.0,5.0,0.0,63.0
267342,2008,1,9,3,1823.0,1800,2115.0,2113,US,1069,N433US,172.0,193.0,134.0,2.0,23.0,PHL,RSW,992,4.0,34.0,0,N,0,,,,,
267345,2008,1,9,3,1811.0,1750,2058.0,2103,US,1147,N708UW,347.0,373.0,323.0,-5.0,21.0,PHL,SAN,2369,3.0,21.0,0,N,0,,,,,
267346,2008,1,9,3,1801.0,1755,2059.0,2120,US,753,N182UW,358.0,385.0,335.0,-21.0,6.0,PHL,SEA,2378,4.0,19.0,0,N,0,,,,,
267349,2008,1,9,3,2006.0,1755,2313.0,2129,US,703,N184US,367.0,394.0,347.0,104.0,131.0,PHL,SFO,2521,3.0,17.0,0,N,0,0.0,0.0,104.0,0.0,0.0
267351,2008,1,9,3,1806.0,1750,2237.0,2245,US,1037,N109UW,211.0,235.0,189.0,-8.0,16.0,PHL,SJU,1576,4.0,18.0,0,N,0,,,,,
267352,2008,1,9,3,1003.0,935,1443.0,1427,US,1071,N276AY,220.0,232.0,186.0,16.0,28.0,PHL,SJU,1576,9.0,25.0,0,N,0,16.0,0.0,0.0,0.0,0.0
267358,2008,1,9,3,952.0,945,1221.0,1238,US,1023,N920UW,149.0,173.0,134.0,-17.0,7.0,PHL,TPA,920,2.0,13.0,0,N,0,,,,,
267362,2008,1,9,3,2023.0,1953,2122.0,2107,US,208,N604AW,59.0,74.0,44.0,15.0,30.0,PHX,ABQ,328,6.0,9.0,0,N,0,15.0,0.0,0.0,0.0,0.0
267364,2008,1,9,3,1127.0,1119,1658.0,1700,US,610,N809AW,211.0,221.0,188.0,-2.0,8.0,PHX,ATL,1587,8.0,15.0,0,N,0,,,,,
267374,2008,1,9,3,1029.0,1007,1702.0,1709,US,220,N813AW,273.0,302.0,247.0,-7.0,22.0,PHX,BOS,2300,6.0,20.0,0,N,0,,,,,
267376,2008,1,9,3,1621.0,1610,2244.0,2244,US,1162,N121UW,263.0,274.0,237.0,0.0,11.0,PHX,BOS,2300,6.0,20.0,0,N,0,,,,,
267379,2008,1,9,3,1821.0,1753,1850.0,1826,US,478,N158AW,89.0,93.0,73.0,24.0,28.0,PHX,BUR,369,3.0,13.0,0,N,0,9.0,0.0,0.0,0.0,15.0
267387,2008,1,9,3,1316.0,1300,1906.0,1852,US,1544,N173US,230.0,232.0,210.0,14.0,16.0,PHX,CLT,1774,8.0,12.0,0,N,0,,,,,
267391,2008,1,9,3,1117.0,1051,1636.0,1635,US,149,N838AW,199.0,224.0,182.0,1.0,26.0,PHX,CMH,1671,4.0,13.0,0,N,0,,,,,
267392,2008,1,9,3,1324.0,1312,1922.0,1927,US,42,N914AW,238.0,255.0,218.0,-5.0,12.0,PHX,DCA,1979,5.0,15.0,0,N,0,,,,,
267393,2008,1,9,3,1032.0,1000,1635.0,1626,US,44,N650AW,243.0,266.0,220.0,9.0,32.0,PHX,DCA,1979,5.0,18.0,0,N,0,,,,,
267395,2008,1,9,3,955.0,945,1135.0,1135,US,486,N309AW,100.0,110.0,82.0,0.0,10.0,PHX,DEN,602,6.0,12.0,0,N,0,,,,,
267399,2008,1,9,3,753.0,745,1055.0,1100,US,540,N647AW,122.0,135.0,101.0,-5.0,8.0,PHX,DFW,868,8.0,13.0,0,N,0,,,,,
267400,2008,1,9,3,1101.0,956,1415.0,1323,US,542,N831AW,134.0,147.0,101.0,52.0,65.0,PHX,DFW,868,7.0,26.0,0,N,0,52.0,0.0,0.0,0.0,0.0
267402,2008,1,9,3,2012.0,1959,2322.0,2324,US,548,N302AW,130.0,145.0,111.0,-2.0,13.0,PHX,DFW,868,6.0,13.0,0,N,0,,,,,
267409,2008,1,9,3,1719.0,1627,2320.0,2310,US,683,N840AW,241.0,283.0,223.0,10.0,52.0,PHX,EWR,2133,6.0,12.0,0,N,0,,,,,
267410,2008,1,9,3,1440.0,1254,2100.0,1938,US,685,N665AW,260.0,284.0,234.0,82.0,106.0,PHX,EWR,2133,7.0,19.0,0,N,0,0.0,0.0,82.0,0.0,0.0
267411,2008,1,9,3,1218.0,1025,1819.0,1717,US,687,N627AW,241.0,292.0,225.0,62.0,113.0,PHX,EWR,2133,7.0,9.0,0,N,0,0.0,0.0,60.0,0.0,2.0
267412,2008,1,9,3,1003.0,950,1606.0,1610,US,183,N905AW,243.0,260.0,221.0,-4.0,13.0,PHX,FLL,1972,3.0,19.0,0,N,0,,,,,
267414,2008,1,9,3,1252.0,1132,1504.0,1331,US,586,N315AW,192.0,179.0,171.0,93.0,80.0,PHX,GEG,1020,8.0,13.0,0,N,0,0.0,0.0,13.0,0.0,80.0
267417,2008,1,9,3,1001.0,952,1606.0,1613,US,59,N812AW,245.0,261.0,226.0,-7.0,9.0,PHX,IAD,1956,5.0,14.0,0,N,0,,,,,
267419,2008,1,9,3,1101.0,1005,1421.0,1355,US,274,N680AW,140.0,170.0,124.0,26.0,56.0,PHX,IAH,1009,4.0,12.0,0,N,0,26.0,0.0,0.0,0.0,0.0
267421,2008,1,9,3,1109.0,1006,1613.0,1544,US,460,N679AW,184.0,218.0,157.0,29.0,63.0,PHX,IND,1489,10.0,17.0,0,N,0,2.0,0.0,0.0,0.0,27.0
267423,2008,1,9,3,1007.0,958,1628.0,1651,US,12,N605AW,261.0,293.0,227.0,-23.0,9.0,PHX,JFK,2153,9.0,25.0,0,N,0,,,,,
267428,2008,1,9,3,1621.0,1615,1626.0,1626,US,76,N818AW,65.0,71.0,47.0,0.0,6.0,PHX,LAS,256,9.0,9.0,0,N,0,,,,,
267432,2008,1,9,3,1003.0,952,1012.0,1012,US,209,N833AW,69.0,80.0,48.0,0.0,11.0,PHX,LAS,256,7.0,14.0,0,N,0,,,,,
267435,2008,1,9,3,2057.0,2050,2111.0,2102,US,399,N620AW,74.0,72.0,48.0,9.0,7.0,PHX,LAS,256,12.0,14.0,0,N,0,,,,,
267437,2008,1,9,3,2258.0,2250,2258.0,2258,US,564,N672AW,60.0,68.0,46.0,0.0,8.0,PHX,LAS,256,3.0,11.0,0,N,0,,,,,
267439,2008,1,9,3,1918.0,1900,1929.0,1909,US,661,N829AW,71.0,69.0,46.0,20.0,18.0,PHX,LAS,256,8.0,17.0,0,N,0,0.0,0.0,2.0,0.0,18.0
267440,2008,1,9,3,837.0,819,859.0,850,US,24,N914AW,82.0,91.0,61.0,9.0,18.0,PHX,LAX,370,8.0,13.0,0,N,0,,,,,
267442,2008,1,9,3,1814.0,1804,1831.0,1832,US,32,N658AW,77.0,88.0,59.0,-1.0,10.0,PHX,LAX,370,7.0,11.0,0,N,0,,,,,
267447,2008,1,9,3,1131.0,1120,1150.0,1157,US,1195,N121UW,79.0,97.0,58.0,-7.0,11.0,PHX,LAX,370,8.0,13.0,0,N,0,,,,,
267449,2008,1,9,3,1621.0,1603,1947.0,1938,US,592,N314AW,146.0,155.0,127.0,9.0,18.0,PHX,MCI,1044,4.0,15.0,0,N,0,,,,,
267451,2008,1,9,3,1030.0,1001,1623.0,1612,US,567,N903AW,233.0,251.0,210.0,11.0,29.0,PHX,MCO,1848,5.0,18.0,0,N,0,,,,,
267453,2008,1,9,3,1024.0,1007,1429.0,1444,US,122,N826AW,185.0,217.0,156.0,-15.0,17.0,PHX,MKE,1460,7.0,22.0,0,N,0,,,,,
267459,2008,1,9,3,1114.0,1105,1219.0,1214,US,621,N835AW,125.0,129.0,101.0,5.0,9.0,PHX,OAK,646,10.0,14.0,0,N,0,,,,,
267466,2008,1,9,3,1453.0,1440,1503.0,1455,US,638,N815AW,70.0,75.0,49.0,8.0,13.0,PHX,ONT,325,6.0,15.0,0,N,0,,,,,
267467,2008,1,9,3,2112.0,2054,2133.0,2111,US,639,N812AW,81.0,77.0,51.0,22.0,18.0,PHX,ONT,325,6.0,24.0,0,N,0,18.0,0.0,4.0,0.0,0.0
267478,2008,1,9,3,1125.0,1058,1333.0,1255,US,88,N332AW,188.0,177.0,166.0,38.0,27.0,PHX,PDX,1009,4.0,18.0,0,N,0,27.0,0.0,11.0,0.0,0.0
267481,2008,1,9,3,2124.0,2110,2322.0,2300,US,94,N808AW,178.0,170.0,160.0,22.0,14.0,PHX,PDX,1009,2.0,16.0,0,N,0,14.0,0.0,8.0,0.0,0.0
267482,2008,1,9,3,1015.0,1009,1643.0,1655,US,250,N654AW,268.0,286.0,236.0,-12.0,6.0,PHX,PHL,2075,6.0,26.0,0,N,0,,,,,
267488,2008,1,9,3,1015.0,950,1557.0,1550,US,1574,N711UW,222.0,240.0,194.0,7.0,25.0,PHX,PIT,1813,4.0,24.0,0,N,0,,,,,
267499,2008,1,9,3,1117.0,1105,1144.0,1126,US,1427,N760US,87.0,81.0,53.0,18.0,12.0,PHX,SAN,304,5.0,29.0,0,N,0,0.0,0.0,6.0,0.0,12.0
267502,2008,1,9,3,1142.0,1115,1151.0,1139,US,1551,N105UW,69.0,84.0,55.0,12.0,27.0,PHX,SAN,304,2.0,12.0,0,N,0,,,,,
267507,2008,1,9,3,1827.0,1745,2058.0,1954,US,73,N322AW,211.0,189.0,193.0,64.0,42.0,PHX,SEA,1107,4.0,14.0,0,N,0,0.0,0.0,22.0,0.0,42.0
267509,2008,1,9,3,901.0,810,1115.0,1024,US,79,N314AW,194.0,194.0,176.0,51.0,51.0,PHX,SEA,1107,4.0,14.0,0,N,0,51.0,0.0,0.0,0.0,0.0
267510,2008,1,9,3,1314.0,1124,1423.0,1237,US,400,N649AW,129.0,133.0,108.0,106.0,110.0,PHX,SFO,651,5.0,16.0,0,N,0,0.0,0.0,106.0,0.0,0.0
267514,2008,1,9,3,1833.0,1745,1937.0,1847,US,409,N836AW,124.0,122.0,106.0,50.0,48.0,PHX,SFO,651,7.0,11.0,0,N,0,0.0,0.0,10.0,0.0,40.0
267515,2008,1,9,3,2120.0,2110,2236.0,2221,US,915,N179UW,136.0,131.0,109.0,15.0,10.0,PHX,SFO,651,9.0,18.0,0,N,0,10.0,0.0,5.0,0.0,0.0
267517,2008,1,9,3,1444.0,1429,1543.0,1526,US,281,N604AW,119.0,117.0,98.0,17.0,15.0,PHX,SJC,621,6.0,15.0,0,N,0,0.0,0.0,2.0,0.0,15.0
267521,2008,1,9,3,1819.0,1807,1912.0,1911,US,287,N311AW,113.0,124.0,96.0,1.0,12.0,PHX,SJC,621,5.0,12.0,0,N,0,,,,,
267525,2008,1,9,3,1137.0,1105,1322.0,1246,US,1161,N108UW,105.0,101.0,84.0,36.0,32.0,PHX,SLC,507,5.0,16.0,0,N,0,0.0,0.0,4.0,0.0,32.0
267529,2008,1,9,3,1116.0,1056,1220.0,1204,US,365,N818AW,124.0,128.0,101.0,16.0,20.0,PHX,SMF,647,4.0,19.0,0,N,0,0.0,0.0,0.0,0.0,16.0
267533,2008,1,9,3,1146.0,1130,1204.0,1157,US,654,N637AW,78.0,87.0,55.0,7.0,16.0,PHX,SNA,338,6.0,17.0,0,N,0,,,,,
267534,2008,1,9,3,2127.0,2120,2147.0,2142,US,656,N905AW,80.0,82.0,56.0,5.0,7.0,PHX,SNA,338,8.0,16.0,0,N,0,,,,,
267555,2008,1,9,3,1025.0,935,1233.0,1159,US,1791,N421US,128.0,144.0,112.0,34.0,50.0,PIT,MCO,834,3.0,13.0,0,N,0,0.0,0.0,0.0,0.0,34.0
267556,2008,1,9,3,1611.0,1540,1725.0,1705,US,1027,N421US,74.0,85.0,53.0,20.0,31.0,PIT,PHL,267,3.0,18.0,0,N,0,7.0,0.0,0.0,0.0,13.0
267559,2008,1,9,3,2000.0,1745,2053.0,1905,US,1607,N440US,53.0,80.0,42.0,108.0,135.0,PIT,PHL,267,2.0,9.0,0,N,0,108.0,0.0,0.0,0.0,0.0
267565,2008,1,9,3,638.0,630,901.0,852,US,1669,N455UW,143.0,142.0,123.0,9.0,8.0,PVD,CLT,683,4.0,16.0,0,N,0,,,,,
267592,2008,1,9,3,709.0,615,945.0,858,US,122,N813AW,96.0,103.0,75.0,47.0,54.0,RNO,PHX,601,6.0,15.0,0,N,0,47.0,0.0,0.0,0.0,0.0
267605,2008,1,9,3,1334.0,1315,2104.0,2037,US,1136,N189UW,270.0,262.0,242.0,27.0,19.0,SAN,CLT,2077,10.0,18.0,0,N,0,19.0,0.0,8.0,0.0,0.0
267608,2008,1,9,3,1507.0,1325,1614.0,1445,US,395,N603AW,67.0,80.0,48.0,89.0,102.0,SAN,LAS,258,7.0,12.0,0,N,0,0.0,0.0,0.0,0.0,89.0
267612,2008,1,9,3,645.0,635,913.0,856,US,332,N619AW,88.0,81.0,47.0,17.0,10.0,SAN,PHX,304,8.0,33.0,0,N,0,10.0,0.0,7.0,0.0,0.0
267625,2008,1,9,3,1400.0,1250,1557.0,1512,US,291,N830AW,117.0,142.0,101.0,45.0,70.0,SEA,LAS,866,7.0,9.0,0,N,0,0.0,0.0,0.0,0.0,45.0
267628,2008,1,9,3,1310.0,840,2051.0,1640,US,752,N190UW,281.0,300.0,261.0,251.0,270.0,SEA,PHL,2378,6.0,14.0,0,N,0,251.0,0.0,0.0,0.0,0.0
267633,2008,1,9,3,1201.0,1125,1535.0,1518,US,592,N314AW,154.0,173.0,130.0,17.0,36.0,SEA,PHX,1107,5.0,19.0,0,N,0,5.0,0.0,0.0,0.0,12.0
267638,2008,1,9,3,904.0,855,1029.0,1026,US,50,N802AW,85.0,91.0,69.0,3.0,9.0,SFO,LAS,414,4.0,12.0,0,N,0,,,,,
267640,2008,1,9,3,1630.0,1545,1745.0,1715,US,471,N801AW,75.0,90.0,59.0,30.0,45.0,SFO,LAS,414,6.0,10.0,0,N,0,0.0,0.0,0.0,0.0,30.0
267642,2008,1,9,3,1455.0,1335,1607.0,1504,US,573,N649AW,72.0,89.0,61.0,63.0,80.0,SFO,LAS,414,5.0,6.0,0,N,0,0.0,0.0,0.0,0.0,63.0
267643,2008,1,9,3,730.0,700,1530.0,1509,US,651,N653AW,300.0,309.0,274.0,21.0,30.0,SFO,PHL,2521,4.0,22.0,0,N,0,21.0,0.0,0.0,0.0,0.0
267646,2008,1,9,3,2206.0,2200,607.0,609,US,942,N183UW,301.0,309.0,283.0,-2.0,6.0,SFO,PHL,2521,4.0,14.0,0,N,0,,,,,
267649,2008,1,9,3,1958.0,1925,2233.0,2220,US,412,N836AW,95.0,115.0,82.0,13.0,33.0,SFO,PHX,651,6.0,7.0,0,N,0,,,,,
267665,2008,1,9,3,1608.0,1540,1901.0,1845,US,1024,N276AY,233.0,245.0,216.0,16.0,28.0,SJU,PHL,1576,3.0,14.0,0,N,0,14.0,0.0,0.0,0.0,2.0
267671,2008,1,9,3,1351.0,1340,1523.0,1513,US,1584,N108UW,92.0,93.0,69.0,10.0,11.0,SLC,PHX,507,6.0,17.0,0,N,0,,,,,
267675,2008,1,9,3,1255.0,1239,1541.0,1530,US,206,N818AW,106.0,111.0,89.0,11.0,16.0,SMF,PHX,647,6.0,11.0,0,N,0,,,,,
267676,2008,1,9,3,1616.0,1610,1859.0,1904,US,277,N160AW,103.0,114.0,86.0,-5.0,6.0,SMF,PHX,647,5.0,12.0,0,N,0,,,,,
267680,2008,1,9,3,809.0,755,922.0,914,US,126,N308AW,73.0,79.0,49.0,8.0,14.0,SNA,LAS,226,7.0,17.0,0,N,0,,,,,
267687,2008,1,9,3,652.0,646,903.0,913,US,304,N909AW,71.0,87.0,52.0,-10.0,6.0,SNA,PHX,338,5.0,14.0,0,N,0,,,,,
267689,2008,1,9,3,702.0,645,914.0,912,US,590,N833AW,72.0,87.0,51.0,2.0,17.0,SNA,PHX,338,10.0,11.0,0,N,0,,,,,
267690,2008,1,9,3,1607.0,1555,1842.0,1813,US,661,N829AW,95.0,78.0,57.0,29.0,12.0,SNA,PHX,338,7.0,31.0,0,N,0,12.0,0.0,17.0,0.0,0.0
267697,2008,1,9,3,832.0,825,1042.0,1048,US,1062,N714US,130.0,143.0,107.0,-6.0,7.0,SYR,CLT,603,7.0,16.0,0,N,0,,,,,
267700,2008,1,9,3,716.0,710,853.0,837,US,1907,N709UW,97.0,87.0,81.0,16.0,6.0,SYR,PHL,228,4.0,12.0,0,N,0,0.0,6.0,10.0,0.0,0.0
267731,2008,1,10,4,1657.0,1651,2326.0,2257,US,116,N825AW,329.0,306.0,267.0,29.0,6.0,ANC,LAS,2304,5.0,57.0,0,N,0,5.0,0.0,23.0,0.0,1.0
267732,2008,1,10,4,244.0,143,1020.0,915,US,220,N679AW,336.0,332.0,287.0,65.0,61.0,ANC,PHX,2551,8.0,41.0,0,N,0,7.0,0.0,4.0,0.0,54.0
267735,2008,1,10,4,854.0,845,1021.0,1020,US,615,N656AW,267.0,275.0,240.0,1.0,9.0,ATL,LAS,1747,5.0,22.0,0,N,0,,,,,
